brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,RAM_GB,battery_mAh,primary_camera_MP
Acer,Liquid E3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only), HSDPA,Not Available,HSPA,Yes,Yes,2014  February,Available. Released 2014  April,136 x 68 x 9 mm (5.35 x 2.68 x 0.35 in),134,4.73,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.7 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,13 MP| autofocus| LED flash,2 MP| LED flash,Yes,Yes,Yes,Yes,Yes with A-GPS GLONASS,Not Available,To be confirmed,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion battery,Black/White,200,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e3-new.jpg,1,2600,13
Acer,Iconia B1-721,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,Not Available,HSPA,Yes,Yes,2014  January,Available. Released 2014  January,199 x 122.3 x 11.4 mm (7.83 x 4.81 x 0.45 in),323,11.39,Yes,TFT capacitive touchscreen,7.0 inches (~56.7% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT8312,Mali-400,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,VGA,No,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,Not Available,No,microUSB 2.0,Accelerometer,Non-removable Li-Po 2955 mAh battery,Black/Red,130,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-721.jpg,1,2955,8
Acer,Iconia B1-720,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2014  January,Available. Released 2014  January,198.1 x 121.9 x 10.2 mm (7.80 x 4.80 x 0.40 in),315,11.11,No,TFT capacitive touchscreen,7.0 inches (~57.1% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,Mediatek MT8111,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,VGA,No,Yes,Yes,Wi-Fi 802.11 b/g/n,4.0| A2DP,Yes,Not Available,No,microUSB 2.0,Accelerometer,Non-removable Li-Po 2955 mAh battery,Various,100,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-b1-720.jpg,1,2955,8
Acer,Iconia A1-830,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2014  January,Available. Released 2014  March,203 x 138.4 x 8.2 mm (7.99 x 5.45 x 0.32 in),380,13.4,No,LED-backlit IPS LCD capacitive touchscreen  16M colors,7.9 inches (~68.8% screen-to-body ratio),768 x 1024 pixels (~162 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.6 GHz,Intel Atom Z2560,PowerVR SGX544MP2,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,5 MP| autofocus,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n,3,Yes,Not Available,No,microUSB 2.0,Accelerometer,Non-removable Li-Ion 4000 mAh battery,White,130,http://cdn2.gsmarena.com/vv/bigpic/Acer-Iconia-A1-830.jpg,1,4000,5
Acer,Liquid S2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,LTE band 3(1800)| 7(2600)| 20(800),HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps,Yes,Yes,2013  August,Available. Released 2013  December,166 x 86.2 x 9 mm (6.54 x 3.39 x 0.35 in),229,8.08,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,6.0 inches (~69.0% screen-to-body ratio),1080 x 1920 pixels (~368 ppi pixel density),Android 4.2.2 (Jelly Bean),Quad-core 2.2 GHz Krait 400,Qualcomm MSM8974 Snapdragon 800,Adreno 330,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| quad-LED (ring) flash,2 MP| 1080p@30fps,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 3300 mAh battery,Black| Red,340,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-s2.jpg,2,3300,13
Acer,Liquid S1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,Not Available,HSPA 42.2/5.76 Mbps,Yes,Yes,2013  June,Available. Released 2013  August,163 x 83 x 9.6 mm (6.42 x 3.27 x 0.38 in),195,6.88,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,5.7 inches (~66.2% screen-to-body ratio),720 x 1280 pixels (~258 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP| LE,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Removable Li-Po 2400 mAh battery,White| Black,320,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-s1.jpg,1,2400,8
Acer,Iconia Tab A3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,Not Available,HSPA 21.1/5.76 Mbps,Yes,Up to 236.8 kbps,2013  September,Available. Released 2013  November,260 x 175 x 10.2 mm (10.24 x 6.89 x 0.40 in),560,1.23,Micro-SIM,LED-backlit IPS LCD capacitive touchscreen  16M colors,10.1 inches (~65.0% screen-to-body ratio),800 x 1280 pixels (~149 ppi pixel density),Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT8125T - Wi-Fi,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP,VGA,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,Not Available,No,microUSB 2.0| USB Host,Accelerometer| gyro,Non-removable Li-Po 7300 mAh battery (27 Wh),Black/Silver| White,190,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-a3-a10.jpg,1,7300,5
Acer,Iconia Tab A1-811,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,Not Available,HSPA,Yes,Yes,2013  Q2,Available. Released 2013  Q2,208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in),430,15.17,Yes,TFT capacitive touchscreen  16M colors,7.9 inches (~63.6% screen-to-body ratio),768 x 1024 pixels (~162 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT8389W,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,Not Available,No,microUSB 2.0,Accelerometer| gyro,Non-removable Li-Ion 4960 mAh battery (18.6 Wh),White,150,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg,1,4960,5
Acer,Iconia Tab A1-810,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2013  April,Available. Released 2013  May,208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in),410,14.46,No,LED-backlit IPS LCD capacitive touchscreen  16M colors,7.9 inches (~63.6% screen-to-body ratio),768 x 1024 pixels (~162 ppi pixel density),Android 4.2.2 (Jelly Bean)| upgrad&#1072;ble to 4.4.2 (KitKat),Quad-core 1.2 GHz,Mediatek MT8125,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP| autofocus,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n,4.0| A2DP,Yes,Not Available,No,microUSB 2.0,Accelerometer| gyro,Non-removable Li-Ion 4960 mAh battery (18.6 Wh),Black,120,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg,1,4960,5
Acer,Liquid E2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,Not Available,HSPA,Yes,Yes,2013  April,Available. Released 2013  May,131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in),140,4.94,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~62.7% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP| EDR,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Removable Li-Ion 2000 mAh battery,Black| White,180,http://cdn2.gsmarena.com/vv/bigpic/Acer-Liquid-E2.jpg,1,2000,8
Acer,Liquid C1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,Not Available,HSPA 21.1/5.76 Mbps,Yes,Yes,2013  January,Available. Released 2013  March,127.3 x 65.5 x 10 mm (5.01 x 2.58 x 0.39 in),140,4.94,Mini-SIM,IPS LCD capacitive touchscreen  16M colors,4.3 inches (~61.1% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.2 GHz,Intel Atom Z2420,PowerVR SGX540,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black| White,180,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-c1.jpg,1,2000,8
Acer,Liquid E1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,Not Available,HSPA,Yes,Yes,2013  January,Available. Released 2013  March,132 x 68.5 x 9.9 mm (5.20 x 2.70 x 0.39 in),130,4.59,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~61.7% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.1.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,SGX531u,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP| EDR,Yes with A-GPS,Yes (single sim model only),FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Removable Li-Ion 1760 mAh battery,Black| White,170,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e1.jpg,1,1760,5
Acer,Iconia Tab B1-710,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2013  November,Available. Released 2013  November,198.1 x 129.5 x 12.7 mm (7.80 x 5.10 x 0.5 in),339.9,11.99,No,TFT capacitive touchscreen,7.0 inches (~53.8% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),Android OS,Dual-core 1.2 GHz Cortex-A9,Mediatek MT8317T,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,Yes,No,Yes,Yes,Wi-Fi 802.11 b/g/n,4.0| A2DP,Yes,Not Available,No,microUSB 2.0,Accelerometer,Non-removable Li-Ion 2640 mAh battery,White,110,http://cdn2.gsmarena.com/vv/bigpic/acer-b1-710.jpg,1,2640,8
Acer,Iconia Tab A110,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2012  October,Available. Released 2012  October,193 x 126.5 x 11.4 mm (7.60 x 4.98 x 0.45 in),390,13.76,No,TFT capacitive touchscreen  256K colors,7.0 inches (~56.5% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz,Nvidia Tegra 3 T30L,ULP GeForce,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0| A2DP,Yes with A-GPS (3G model) GLONASS,Not Available,No,microUSB 2.0,Accelerometer| gyro| compass,Non-removable Li-Po 3420 mAh battery (12.7 Wh),Black/Silver,150,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a210.jpg,1,3420,2
Acer,Liquid Gallant E350,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,Not Available,HSPA,Yes,Yes,2012  August,Available. Released 2012  September,129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in),145,5.11,Mini-SIM,TFT capacitive touchscreen  16M colors,4.3 inches (~60.0% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,3.0| A2DP| EDR,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Gentle Black| Ceramic White,160,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-e350.jpg,1,1500,5
Acer,Liquid Gallant Duo,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,Not Available,HSPA,Yes,Yes,2012  July,Available. Released 2012  September,129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in),145,5.11,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,4.3 inches (~60.0% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,3.0| A2DP| EDR,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Gentle Black| Ceramic White,140,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-duo-new.jpg,1,1500,5
Acer,Iconia Tab A210,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2012  Q3,Available. Released 2012  November,259.1 x 175.3 x 12.2 mm (10.20 x 6.90 x 0.48 in),685,1.51,No,TFT capacitive touchscreen  256K colors,10.1 inches (~65.1% screen-to-body ratio),800 x 1280 pixels (~149 ppi pixel density),Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean),Quad-core 1.2 GHz,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,2 MP,No,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| EDR,Yes with GLONASS,Not Available,No,microUSB 2.0| USB 2.0| USB Host,Accelerometer| gyro,Non-removable Li-Po 3260 mAh battery,Titanium Gray,260,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg,1,3260,2
Acer,Iconia Tab A200,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2012  January,Available. Released 2012  January,260 x 175 x 12.4 mm (10.24 x 6.89 x 0.49 in),700,1.54,No,Capacitive touchscreen  16M colors,10.1 inches (~65.0% screen-to-body ratio),800 x 1280 pixels (~149 ppi pixel density),Android 3.2 (Honeycomb)| upgradable to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes,Not Available,No,microUSB 2.0| USB 2.0| USB Host,Accelerometer| gyro,Non-removable Li-Po 3260 mAh battery,Black,200,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg,1,3260,2
Acer,Iconia Tab A701,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,Not Available,HSPA 21.1/5.76 Mbps,Class 10,Class 10,2012  January,Available. Released 2012  July,259.8 x 175 x 10.9 mm (10.23 x 6.89 x 0.43 in),667,1.47,Mini-SIM,LCD capacitive touchscreen  16M colors,10.1 inches (~65.1% screen-to-body ratio),1920 x 1200 pixels (~224 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32/64 GB,1 GB RAM,5 MP| autofocus| LED flash,Yes,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot| DLNA,2.1| A2DP| EDR,Yes with A-GPS,Not Available,No,microUSB 2.0| USB 2.0,Accelerometer| gyro| compass,Non-removable Li-Po 9800 mAh battery (36 Wh),Titanium Gray,380,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg,1,9800,5
Acer,Iconia Tab A700,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2012  January,Available. Released 2012  August,259 x 175 x 11 mm (10.20 x 6.89 x 0.43 in),665,1.47,No,LCD capacitive touchscreen  16M colors,10.1 inches (~65.3% screen-to-body ratio),1920 x 1200 pixels (~224 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32/64 GB,1 GB RAM,5 MP| autofocus| LED flash,Yes,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n,2.1| EDR,Yes with A-GPS,Not Available,No,microUSB 2.0| USB 2.0,Accelerometer| gyro| compass,Non-removable Li-Ion 9800 mAh battery,Titanium Gray| Metallic Red,230,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg,1,9800,5
Acer,Iconia Tab A511,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,Not Available,HSPA 7.2/5.76 Mbps,Yes,Yes,2012  February,Available. Released 2012  August,260 x 175 x 11 mm (10.24 x 6.89 x 0.43 in),777,1.71,Mini-SIM,TFT capacitive touchscreen  256K colors,10.1 inches (~65.0% screen-to-body ratio),1280 x 800 pixels (~149 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP| autofocus,1 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes with A-GPS,Not Available,No,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 9800 mAh battery (36 Wh),Black| Silver,250,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510.jpg,1,9800,5
Acer,Iconia Tab A510,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2012  February,Available. Released 2012  April,259.1 x 175.3 x 10.2 mm (10.20 x 6.90 x 0.40 in),680,1.5,No,TFT capacitive touchscreen  256K colors,10.1 inches (~65.1% screen-to-body ratio),1280 x 800 pixels (~149 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP| autofocus,1 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n,2.1| A2DP| EDR,Yes,Not Available,No,microUSB 2.0,Accelerometer| gyro| compass,Non-removable Li-Po 9800 mAh battery (36 Wh),Black| Silver,230,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510-new.jpg,1,9800,5
Acer,Iconia Tab A501,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,Not Available,HSPA 21.1/5.76 Mbps,Yes,Yes,2011  February. Released 2011  April,Discontinued,260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in),777,1.71,Mini-SIM,LCD capacitive touchscreen  256K colors,10.1 inches (~64.3% screen-to-body ratio),800 x 1280 pixels (~149 ppi pixel density),Android 3.0 (Honeycomb)| upgradable to 3.2 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32/64 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes with A-GPS,Not Available,No,microUSB 2.0| USB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 3260 mAh battery (24.1 Wh),Black,490,http://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg,1,3260,5
Acer,Iconia Tab A500,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2011  February. Released 2011  April,Discontinued,260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in),730,1.61,No,LCD capacitive touchscreen  256K colors,10.1 inches (~64.3% screen-to-body ratio),800 x 1280 pixels (~149 ppi pixel density),Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes,Not Available,No,microUSB 2.0| USB 2.0,Accelerometer| gyro| proximity,Non-removable Li-Po 3260 mAh battery,Black,200,http://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg,1,3260,5
Acer,Iconia Tab A101,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,Not Available,HSPA 21.1/5.76 Mbps,Yes,Yes,2011  February. Released 2011  May,Discontinued,195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in),470,1.04,Mini-SIM,LCD capacitive touchscreen  16M colors,7.0 inches (~60.4% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),Android 3.2 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes with A-GPS,Not Available,No,microUSB 2.0,Accelerometer| gyro| compass,Non-removable Li-Po 1530 mAh battery,Black/Red| Black/Blue,260,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg,1,1530,5
Acer,Iconia Tab A100,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2011  February,Available. Released 2011  April,195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in),450,0.99,No,LCD capacitive touchscreen  16M colors,7.0 inches (~60.4% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes,Not Available,No,microUSB 2.0,Accelerometer| gyro| compass,Non-removable Li-Po 1530 mAh battery,Black/Red| Black/Blue,100,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg,1,1530,5
alcatel,Shine Lite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - EMEA| APAC,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800)| 38(2600) - EMEA,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016  September,Available. Released 2016  October,141.5 x 71.2 x 7.5 mm (5.57 x 2.80 x 0.30 in),156,5.5,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.4% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6737,Mali-T720MP2,microSD  up to 256 GB,16 GB,2 GB RAM,13 MP| autofocus| dual-LED (dual tone) flash,5 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.2| A2DP| LE,Yes with A-GPS,Not Available,FM radio,microUSB 2.0| USB On-The-Go,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 2460 mAh battery,Satin Gold| Pure White| Prime Black,200,http://cdn2.gsmarena.com/vv/bigpic/alcatel-shine-lite.jpg,2,2460,13
alcatel,Fierce 4,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,LTE band 2(1900)| 4(1700/2100)| 12(700),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  August,Available. Released 2016  August,150.9 x 77 x 8.1 mm (5.94 x 3.03 x 0.32 in),163.9,5.78,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.8% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP| LE,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2500 mAh battery,Black,80,http://cdn2.gsmarena.com/vv/bigpic/alcatel-fierce-4.jpg,2,2500,8
