brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,RAM_GB,battery_mAh,primary_camera_MP
HTC,Desire 825,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  February,Available. Released 2016  April,156.9 x 76.9 x 7.4 mm (6.18 x 3.03 x 0.29 in),155,5.47,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super LCD capacitive touchscreen  16M colors,5.5 inches (~69.1% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.6 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.2| 28mm| autofocus| LED flash,5 MP| f/2.8| 1080p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2700 mAh battery,Various,240,http://cdn2.gsmarena.com/vv/bigpic/htc-a56-desire-825.jpg,2,2700,13
HTC,Desire 630,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 8(900)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  February,Available. Released 2016  June,146.9 x 70.9 x 8.3 mm (5.78 x 2.79 x 0.33 in),140,4.94,Dual SIM (Nano-SIM| dual stand-by),Super LCD capacitive touchscreen  16M colors,5.0 inches (~66.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.6 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.4| autofocus| LED flash,5 MP| f/2.8,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2200 mAh battery,Various,190,http://cdn2.gsmarena.com/vv/bigpic/htc-a16-desire-530.jpg,2,2200,13
HTC,Desire 530,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  February,Available. Released 2016  March,146.9 x 70.9 x 8.3 mm (5.78 x 2.79 x 0.33 in),140,4.94,Nano-SIM,Super LCD capacitive touchscreen  16M colors,5.0 inches (~66.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM,8 MP| f/2.4| autofocus| LED flash,5 MP| f/2.8,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,Yes (market dependant),FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2200 mAh battery,Various,170,http://cdn2.gsmarena.com/vv/bigpic/htc-a16-desire-530.jpg,1,2200,8
HTC,Desire 625,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 , HSDPA, LTE,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  August,Available. Released 2016  August,147.3 x 71.1 x 8.4 mm (5.80 x 2.80 x 0.33 in),140.1,4.94,Nano-SIM,Capacitive touchscreen  16M colors,5.0 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 256 GB (dedicated slot),8 GB,1.5 GB RAM,5 MP| autofocus| LED flash,1.3 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer,Non-removable Li-Ion 2000 mAh battery,Gray,70,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-625.jpg,1,2000,5
HTC,One X9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2015  December,Available. Released 2016  January,153.9 x 75.9 x 8 mm (6.06 x 2.99 x 0.31 in),170,6,Dual SIM (Nano-SIM| dual stand-by),Super LCD capacitive touchscreen  16M colors,5.5 inches (~71.4% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 2.2 GHz Cortex-A53,Mediatek MT6795 Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,13 MP| f/2.0| 28mm| autofocus| OIS| dual-LED (dual tone) flash,5 MP| f/2.8| 34mm| 1080p@30fps,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| aptX,Yes with A-GPS GLONASS BDS,Yes (market dependent),Not Available,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Various,300,http://cdn2.gsmarena.com/vv/bigpic/htc-one-x9.jpg,3,3000,13
HTC,One M9s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 38(2600)| 40(2300)| 41(2500) - EMEA,HSPA  LTE,Yes,Yes,2015  November,Available. Released 2015  November,144.6 x 69.7 x 9.6 mm (5.69 x 2.74 x 0.38 in),158,5.57,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.0 inches (~68.4% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 5.1 (Lollipop),Octa-core 2.2 GHz Cortex-A53,Mediatek MT6795 Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| 28mm| OIS| autofocus| dual-LED (dual tone) flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS BDS,Yes,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2840 mAh battery,Dazzling Gold,270,http://cdn2.gsmarena.com/vv/bigpic/htc-one-m9s-.jpg,2,2840,13
HTC,Desire 728 dual sim,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Desire 728| Desire 728G,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - Desire 728,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  September,Available. Released 2015  November,157.9 x 77.8 x 7.9 mm (6.22 x 3.06 x 0.31 in),153,5.4,Dual SIM (Nano-SIM| dual stand-by),Super LCD2 capacitive touchscreen  16M colors,5.5 inches (~67.9% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 5.1.1 (Lollipop),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM - Desire 728,13 MP| f/2.2| 28mm| autofocus| LED flash,5 MP| f/2.8| 34mm| 1080p@30fps,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| DLNA| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Po 2800 mAh battery,White| Black,240,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-728.jpg,2,2800,13
HTC,One E9s dual sim,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  October,Available. Released 2015  October,157.7 x 79.7 x 7.6 mm (6.21 x 3.14 x 0.30 in),165,5.82,Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.5 inches (~66.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 5.0 (Lollipop),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6752M,Mali-T760MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.2| 28mm| autofocus| LED flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Yes,Removable Li-Ion 2600 mAh battery,Meteor Gray| White Luxury| Roast Chestnut,310,http://cdn2.gsmarena.com/vv/bigpic/htc-one-e9s-dual-sim.jpg,2,2600,13
HTC,Butterfly 3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 28(700)| 38(2600)| 40(2300)| 41(2500),HSPA  LTE,Yes,Yes,2015  September,Available. Released 2015  October,151 x 73 x 10 mm (5.94 x 2.87 x 0.39 in),161,5.68,Nano-SIM,Capacitive touchscreen  16M colors,5.2 inches (~67.6% screen-to-body ratio),1440 x 2560 pixels (~565 ppi pixel density),Android 5.0 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Qualcomm MSM8994 Snapdragon 810,Adreno 430,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,20.2 MP Duo| f/2.2| 28mm| autofocus| dual-LED (dual tone) flash,13 MP| f/2.0| 28mm| 2160p@30fps,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS BDS,Yes,No,microUSB 2.0 (MHL 3.0 TV-out),Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2700 mAh battery,Blue| Red| White,300,http://cdn2.gsmarena.com/vv/bigpic/htc-butterfly-3.jpg,3,2700,20
HTC,One A9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Americas,LTE band 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 12(700)| 13(700)| 17(700)| 29(700) - Americas,HSPA  LTE-A Cat7 (2CA) 300/100 Mbps,Yes,Yes,2015  September,Available. Released 2015  November,145.8 x 70.8 x 7.3 mm (5.74 x 2.79 x 0.29 in),143,5.04,Nano-SIM,AMOLED capacitive touchscreen  16M colors,5.0 inches (~66.8% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 6.0 (Marshmallow)| upgradable to 7.0 (Nougat),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Qualcomm MSM8952 Snapdragon 617,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| autofocus| OIS| dual-LED (dual tone) flash| ,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS,Yes (payments only),FM radio,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2150 mAh battery,Carbon Gray| Opal Silver| Topaz Gold| Deep Garnet| Pink,300,http://cdn2.gsmarena.com/vv/bigpic/htc-one-a9-new.jpg,2,2150,13
HTC,One M9+ Supreme Camera,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/21.1 Mbps  LTE Cat6 300/50 Mbps,Yes,Yes,2015  September,Available. Released 2015  October,151 x 72 x 9.6 mm (5.94 x 2.83 x 0.38 in),168,5.93,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.2 inches (~68.6% screen-to-body ratio),1440 x 2560 pixels (~565 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core 2.2 GHz Cortex-A53,Mediatek MT6795T Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,21 MP| f/2.2| 27mm| OIS| laser autofocus| dual-LED (dual tone) flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS BDS,Yes (market/operator dependent),Stereo FM radio| RDS,microUSB 2.0 (MHL 2 TV-out)| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 2840 mAh battery,Gunmetal Gray| Silver Gold| Amber Gold,480,http://cdn2.gsmarena.com/vv/bigpic/htc-one-m9-plus-new.jpg,3,2840,21
HTC,Desire 626s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 - T-Mobile,LTE band 2(1900)| 4(1700/2100)| 5(850)| 12(700) - T-Mobile,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2015  July,Available. Released 2015  July,146.8 x 70.9 x 8.1 mm (5.78 x 2.79 x 0.32 in),138.9,4.9,Nano-SIM,Capacitive touchscreen  16M colors,5.0 inches (~66.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP| 720p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Yes,Non-removable Li-Ion 2000 mAh battery,Various,190,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-626s.jpg,1,2000,8
HTC,Desire 526,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 - USA,LTE band 2(1900)| 4(1700/2100)| 13(700) - USA,HSPA  LTE,Yes,Yes,2015  July,Available. Released 2015  August,140 x 70 x 9.9 mm (5.51 x 2.76 x 0.39 in),156,5.5,Nano-SIM,Capacitive touchscreen  16M colors,4.7 inches (~62.1% screen-to-body ratio),540 x 960 pixels (~234 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 256 GB (dedicated slot),8 GB,1.5 GB RAM,8 MP| f/2.2| autofocus| LED flash,2 MP| 720p,Yes,Yes,Wi-Fi 802.11 b/g/n| DLNA| hotspot,4.1| A2DP,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,110,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-526.jpg,1,2000,8
HTC,One ME,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  June,Available. Released 2015  July,151 x 72 x 9.8 mm (5.94 x 2.83 x 0.39 in),155,5.47,Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.2 inches (~68.6% screen-to-body ratio),1440 x 2560 pixels (~565 ppi pixel density),Android 5.0.2 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core 2.2 GHz Cortex-A53,Mediatek MT6795 Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,20 MP| f/2.2| 28mm| autofocus| dual-LED (dual tone) flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS BDS,Yes,FM radio,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 2840 mAh battery,Meteor Grey| Rose Gold| Gold Sepia,340,http://cdn2.gsmarena.com/vv/bigpic/htc-one-me.jpg,3,2840,20
HTC,Desire 820G+ dual sim,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,Not Available,HSPA,Yes,Yes,2015  May,Available. Released 2015  June,157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in),154.5,5.47,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~67.2% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android OS,Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| f/2.2| 28mm| autofocus| LED flash,8 MP| f/2.3| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Po 2600 mAh battery,Marble White| Dovetail gray,180,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-820g-plus.jpg,1,2600,13
HTC,Desire 326G dual sim,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,Not Available,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  April,Available. Released 2015  June,139.7 x 69.6 x 9.7 mm (5.5 x 2.74 x 0.38 in),146,5.15,Dual SIM (Micro-SIM| dual stand-by),Capacitive touchscreen  16M colors,4.5 inches (~57.4% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,Spreadtrum SC7731G,Not Available,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP| 720p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,White Birch| Black Onyx,130,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-326g.jpg,1,2000,8
HTC,One M9+,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/21.1 Mbps  LTE Cat6 300/50 Mbps,Yes,Yes,2015  April,Available. Released 2015  May,151 x 72 x 9.6 mm (5.94 x 2.83 x 0.38 in),168,5.93,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.2 inches (~68.6% screen-to-body ratio),1440 x 2560 pixels (~565 ppi pixel density),Android 5.0.2 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core 2.2 GHz Cortex-A53,Mediatek MT6795T Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,Dual 20MP + 2.1MP| f/2.2| 28mm| autofocus| dual-LED (dual tone) flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS BDS,Yes (market/operator dependent),Stereo FM radio| RDS,microUSB 2.0 (MHL 2 TV-out)| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 2840 mAh battery,Gunmetal Gray| Silver Gold| Amber Gold,500,http://cdn2.gsmarena.com/vv/bigpic/htc-one-m9-plus-new.jpg,3,2840,20
HTC,One M8s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - EMEA,LTE band 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - EMEA,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  April,Available. Released 2015  May,146.4 x 70.6 x 9.6 mm (5.76 x 2.78 x 0.38 in),160,5.64,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 5.0 (Lollipop),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (dedicated slot),16/32 GB,2 GB RAM,Dual 13 MP + 2MP| f/2.0| 28mm| autofocus| dual-LED (dual tone) flash,5 MP| f/2.8| 34mm| 1080p@30fps| HDR,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS,Yes (market/operator dependent),Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Po 2840 mAh battery,Gunmetal Gray| Glacial Silver| Amber Gold,330,http://cdn2.gsmarena.com/vv/bigpic/htc-one-m8s.jpg,2,2840,13
HTC,One E9+,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  March,Available. Released 2015  May,156.5 x 76.5 x 7.5 mm (6.16 x 3.01 x 0.30 in),150,5.29,Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.5 inches (~69.7% screen-to-body ratio),1440 x 2560 pixels (~534 ppi pixel density),Android 5.0 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core 2.0 GHz Cortex-A53,Mediatek MT6795M Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,20 MP| f/2.2| 28mm| autofocus| LED flash| ,13 MP| f/2.0| 27mm| 1080p@30fps,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS BDS,Yes,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2800 mAh battery,Meteor Gray| Classic Rose Gold| Gold Sepia,320,http://cdn2.gsmarena.com/vv/bigpic/htc-one-e9plus.jpg,3,2800,20
HTC,One E9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA, LTE,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  May,Available. Released 2015  May,156.5 x 76.5 x 7.5 mm (6.16 x 3.01 x 0.30 in),147,5.19,Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.5 inches (~69.7% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.0 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core 2.0 GHz Cortex-A53,Mediatek MT6795M Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.2| 28mm| autofocus| LED flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS BDS,Yes,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2800 mAh battery,Black| White,320,http://cdn2.gsmarena.com/vv/bigpic/htc-one-e9.jpg,2,2800,13
HTC,One M9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 38(2600)| 40(2300)| 41(2500),HSPA 42.2/21.1 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2015  March,Available. Released 2015  March,144.6 x 69.7 x 9.6 mm (5.69 x 2.74 x 0.38 in),157,5.54,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.0 inches (~68.4% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 5.0 (Lollipop)| upgradable to 7.0 (Nougat),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Qualcomm MSM8994 Snapdragon 810,Adreno 430,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,20 MP| f/2.2| 28mm| autofocus| dual-LED (dual tone) flash| ,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL 3.0 TV-out)| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2840 mAh battery,Gunmetal Gray| Amber Gold| Silver/Rose gold| Gold/Pink| Pink,420,http://cdn2.gsmarena.com/vv/bigpic/htc-one-m9-1.jpg,3,2840,20
